4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,
4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,
4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,4.4366e-08,
4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,
4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,4.43659e-08,
4.43658e-08,4.43658e-08,4.43658e-08,4.43658e-08,4.43658e-08,4.43658e-08,4.43658e-08,4.43658e-08,4.43658e-08,4.43658e-08,
4.43657e-08,4.43657e-08,4.43657e-08,4.43657e-08,4.43657e-08,4.43657e-08,4.43657e-08,4.43657e-08,4.43657e-08,4.43657e-08,
4.43656e-08,4.43656e-08,4.43656e-08,4.43656e-08,4.43656e-08,4.43656e-08,4.43656e-08,4.43656e-08,4.43656e-08,4.43656e-08,
4.43655e-08,4.43655e-08,4.43655e-08,4.43655e-08,4.43655e-08,4.43655e-08,4.43655e-08,4.43655e-08,4.43655e-08,4.43655e-08,
4.43653e-08,4.43653e-08,4.43653e-08,4.43653e-08,4.43653e-08,4.43653e-08,4.43653e-08,4.43653e-08,4.43653e-08,4.43653e-08,
4.43652e-08,4.43652e-08,4.43652e-08,4.43652e-08,4.43652e-08,4.43652e-08,4.43652e-08,4.43652e-08,4.43652e-08,4.43652e-08,
4.4365e-08,4.4365e-08,4.4365e-08,4.4365e-08,4.4365e-08,4.4365e-08,4.4365e-08,4.4365e-08,4.4365e-08,4.4365e-08,
4.43648e-08,4.43648e-08,4.43648e-08,4.43648e-08,4.43648e-08,4.43648e-08,4.43648e-08,4.43648e-08,4.43648e-08,4.43648e-08,
4.43646e-08,4.43646e-08,4.43646e-08,4.43646e-08,4.43646e-08,4.43646e-08,4.43646e-08,4.43646e-08,4.43646e-08,4.43646e-08,
4.43644e-08,4.43644e-08,4.43644e-08,4.43644e-08,4.43644e-08,4.43644e-08,4.43644e-08,4.43644e-08,4.43644e-08,4.43644e-08,
4.43642e-08,4.43642e-08,4.43642e-08,4.43642e-08,4.43642e-08,4.43642e-08,4.43642e-08,4.43642e-08,4.43642e-08,4.43642e-08,
4.43639e-08,4.43639e-08,4.43639e-08,4.43639e-08,4.43639e-08,4.43639e-08,4.43639e-08,4.43639e-08,4.43639e-08,4.43639e-08,
