0,2.53642e-13
1,2.52863e-13
2,2.51451e-13
3,2.53155e-13
4,2.48504e-13
5,2.55743e-13
6,2.56818e-13
7,2.55182e-13
8,2.55971e-13
9,2.53686e-13
10,2.51665e-13
11,2.53615e-13
12,2.52527e-13
13,2.52225e-13
14,2.50943e-13
15,2.49852e-13
16,2.49798e-13
17,2.489e-13
18,2.50291e-13
19,2.47339e-13
20,2.4512e-13
21,2.47366e-13
22,2.47248e-13
23,2.46904e-13
24,2.45211e-13
25,2.44598e-13
26,2.47863e-13
27,2.4771e-13
28,2.44241e-13
29,2.43791e-13
30,2.44854e-13
31,2.40611e-13
32,2.44626e-13
33,2.48585e-13
34,2.46395e-13
35,2.43378e-13
36,2.44488e-13
37,2.45101e-13
38,2.46423e-13
39,2.4615e-13
40,2.49251e-13
41,2.51229e-13
42,2.51059e-13
43,2.51932e-13
44,2.52083e-13
45,2.51032e-13
46,2.53615e-13
47,2.49807e-13
48,2.52207e-13
49,2.51282e-13
50,2.53005e-13
51,2.55419e-13
52,2.52083e-13
53,2.52101e-13
54,2.5038e-13
55,2.49062e-13
56,2.503e-13
57,2.49807e-13
58,2.48585e-13
59,2.49233e-13
60,2.4742e-13
61,2.48315e-13
62,2.47773e-13
63,2.513e-13
64,2.52163e-13
65,2.48089e-13
66,2.47683e-13
67,2.50675e-13
68,2.51754e-13
69,2.53226e-13
70,2.50443e-13
71,2.4978e-13
72,2.52535e-13
73,2.52225e-13
74,2.52642e-13
75,2.53005e-13
76,2.55944e-13
77,2.53571e-13
78,2.51629e-13
79,2.54716e-13
80,2.5569e-13
81,2.54453e-13
82,2.54276e-13
83,2.5476e-13
84,2.55997e-13
85,2.55699e-13
86,2.54276e-13
87,2.53606e-13
88,2.53412e-13
89,2.54065e-13
90,2.54576e-13
91,2.55944e-13
92,2.55787e-13
93,2.56041e-13
94,2.5432e-13
95,2.53438e-13
96,2.54347e-13
97,2.52109e-13
98,2.54135e-13
99,2.54091e-13
100,2.51086e-13
101,2.52003e-13
102,2.88776e-13
103,2.50353e-13
104,2.47438e-13
105,2.52473e-13
106,2.52402e-13
107,2.50809e-13
108,2.89318e-13
109,2.45275e-13
110,2.47547e-13
111,2.47031e-13
112,2.48035e-13
113,2.44864e-13
114,2.45485e-13
115,2.46122e-13
116,2.48909e-13
117,2.49861e-13
118,2.49628e-13
119,2.48846e-13
120,2.48378e-13
121,2.49224e-13
122,2.45476e-13
123,2.48098e-13
124,2.4511e-13
125,2.44626e-13
126,2.41651e-13
127,2.39949e-13
128,2.39491e-13
129,2.38976e-13
130,2.40918e-13
131,2.42317e-13
132,2.40825e-13
133,2.40908e-13
134,2.37585e-13
135,2.37906e-13
136,2.34215e-13
137,2.36063e-13
138,2.37047e-13
139,2.38845e-13
140,2.3877e-13
141,2.38423e-13
142,2.35883e-13
143,2.37519e-13
144,2.38826e-13
145,2.38958e-13
146,2.3701e-13
147,2.39575e-13
148,2.40219e-13
149,2.42104e-13
150,2.43212e-13
151,2.46958e-13
152,2.45521e-13
153,2.45685e-13
154,2.46286e-13
155,2.4655e-13
156,2.46404e-13
157,2.46713e-13
158,2.4635e-13
159,2.47854e-13
160,2.4808e-13
161,2.46668e-13
162,2.45065e-13
163,2.44351e-13
164,2.48026e-13
165,2.46532e-13
166,2.46768e-13
167,2.43773e-13
168,2.4532e-13
169,2.41438e-13
170,2.4358e-13
171,2.43028e-13
172,2.46013e-13
173,2.45612e-13
174,2.48747e-13
175,2.50452e-13
176,2.48351e-13
177,2.51077e-13
178,2.5312e-13
179,2.50237e-13
180,2.50291e-13
181,2.52553e-13
182,2.51674e-13
183,2.54197e-13
184,2.57419e-13
185,2.59075e-13
186,2.6103e-13
187,2.64414e-13
188,2.6382e-13
189,2.65909e-13
190,2.66363e-13
191,2.68457e-13
192,2.70103e-13
193,2.69273e-13
194,2.67897e-13
195,2.6904e-13
196,2.67077e-13
197,2.70385e-13
198,2.71847e-13
199,2.73776e-13
200,2.72522e-13
201,2.7146e-13
202,2.70186e-13
203,3.09816e-13
204,2.70468e-13
205,2.70906e-13
206,2.71113e-13
207,2.74397e-13
208,2.75188e-13
209,2.78383e-13
210,2.74691e-13
211,2.75017e-13
212,2.76187e-13
213,2.75773e-13
214,2.75057e-13
215,2.76041e-13
216,2.56215e-13
217,2.54971e-13
218,2.5774e-13
219,2.54813e-13
220,2.5469e-13
221,2.55533e-13
222,2.57253e-13
223,2.54127e-13
224,2.56128e-13
225,2.57201e-13
226,2.55699e-13
227,2.56049e-13
228,2.54954e-13
229,2.57192e-13
230,2.59222e-13
231,2.60007e-13
232,2.5639e-13
233,2.56119e-13
234,2.53589e-13
235,2.5304e-13
236,2.50979e-13
237,2.51923e-13
238,2.52092e-13
239,2.69065e-13
240,2.51148e-13
241,2.67889e-13
242,2.65217e-13
243,2.65538e-13
244,2.66943e-13
245,2.67847e-13
246,2.67286e-13
247,2.68006e-13
248,2.66548e-13
249,2.65209e-13
250,2.48261e-13
251,2.65976e-13
252,2.6569e-13
253,2.63447e-13
254,2.64761e-13
255,2.65824e-13
256,2.69131e-13
257,2.66212e-13
258,2.66271e-13
259,2.68582e-13
260,2.52331e-13
261,2.70972e-13
262,2.7146e-13
263,2.6889e-13
264,2.70931e-13
265,2.68215e-13
266,2.67512e-13
267,2.50514e-13
268,2.66321e-13
269,2.65242e-13
270,2.63464e-13
271,2.67596e-13
272,2.6685e-13
273,2.67914e-13
274,2.68523e-13
275,3.04655e-13
276,2.68181e-13
277,2.69215e-13
278,2.69547e-13
279,2.68898e-13
280,2.69339e-13
281,2.69547e-13
282,2.68365e-13
283,2.6894e-13
284,2.66607e-13
285,2.66447e-13
286,2.49834e-13
287,2.66481e-13
288,2.6303e-13
289,2.63132e-13
290,2.63106e-13
291,2.9692e-13
292,2.62228e-13
293,2.59023e-13
294,2.97921e-13
295,2.97319e-13
296,2.95188e-13
297,2.6103e-13
298,2.59904e-13
299,2.62936e-13
300,2.57158e-13
301,2.59265e-13
302,2.61373e-13
303,2.95165e-13
304,2.61467e-13
305,2.6337e-13
306,2.62757e-13
307,2.65175e-13
308,2.641e-13
309,2.64244e-13
310,2.64913e-13
311,2.65732e-13
312,2.68039e-13
313,2.49421e-13
314,2.49861e-13
315,2.67102e-13
316,2.4987e-13
317,2.66632e-13
318,2.48918e-13
319,2.46795e-13
320,2.45156e-13
321,2.63319e-13
322,2.6139e-13
323,2.62484e-13
324,2.63379e-13
325,2.62382e-13
326,2.63599e-13
327,2.65268e-13
328,2.64414e-13
329,2.47899e-13
330,2.65268e-13
331,2.67487e-13
332,2.66934e-13
333,2.67018e-13
334,2.50219e-13
335,2.5491e-13
336,2.53933e-13
337,2.55041e-13
338,2.57488e-13
339,2.55664e-13
340,2.5469e-13
341,2.56373e-13
342,2.54047e-13
343,2.55603e-13
344,2.70377e-13
345,2.53756e-13
346,2.72678e-13
347,2.70939e-13
348,2.52127e-13
349,2.5162e-13
350,2.67546e-13
351,2.67956e-13
352,2.66691e-13
353,2.69556e-13
354,2.70286e-13
355,2.69913e-13
356,2.68398e-13
357,2.67847e-13
358,2.6664e-13
359,2.68607e-13
360,2.68523e-13
361,2.68548e-13
362,2.5138e-13
363,2.66892e-13
364,2.67186e-13
365,2.65403e-13
366,2.4996e-13
367,2.66624e-13
368,2.65285e-13
369,2.68165e-13
370,2.67788e-13
371,2.50702e-13
372,2.66422e-13
373,3.01419e-13
374,2.65378e-13
375,2.65183e-13
376,2.64981e-13
377,2.97876e-13
378,2.96097e-13
379,2.99137e-13
380,2.99638e-13
381,2.67404e-13
382,3.00198e-13
383,2.67261e-13
384,2.70327e-13
385,3.03986e-13
386,2.54611e-13
387,2.5814e-13
388,2.59351e-13
389,2.56189e-13
390,2.53977e-13
391,2.55638e-13
392,2.54091e-13
393,2.53182e-13
394,2.5146e-13
395,2.52367e-13
396,2.49278e-13
397,2.47881e-13
398,2.54541e-13
399,2.52535e-13
400,2.52465e-13
401,2.53889e-13
402,2.52881e-13
403,2.544e-13
404,2.5555e-13
405,2.5701e-13
406,2.58443e-13
407,2.58357e-13
408,2.70194e-13
409,2.56809e-13
410,2.7084e-13
411,2.71005e-13
412,2.70931e-13
413,2.6963e-13
414,2.72743e-13
415,2.70062e-13
416,2.70749e-13
417,2.6919e-13
418,2.67688e-13
419,2.69298e-13
420,2.66481e-13
421,2.66708e-13
422,2.67663e-13
423,2.67839e-13
424,2.63532e-13
425,2.64744e-13
426,2.93926e-13
427,2.93667e-13
428,2.61638e-13
429,2.62049e-13
430,2.60875e-13
431,2.66363e-13
432,2.63089e-13
433,2.60351e-13
434,2.63633e-13
435,2.61672e-13
436,2.61903e-13
437,2.61878e-13
438,2.61903e-13
439,2.57853e-13
440,2.58409e-13
441,2.57714e-13
442,2.5541e-13
443,2.55173e-13
444,2.56975e-13
445,2.56137e-13
446,2.54839e-13
447,2.56084e-13
448,2.55831e-13
449,2.58513e-13
450,2.57836e-13
451,2.57088e-13
452,2.53589e-13
453,2.54752e-13
454,2.53889e-13
455,2.55041e-13
456,2.8761e-13
457,2.56189e-13
458,2.5632e-13
459,2.56722e-13
460,2.8972e-13
461,2.86338e-13
462,2.53747e-13
463,2.57184e-13
464,2.59058e-13
465,2.55638e-13
466,2.59748e-13
467,2.60222e-13
468,2.61124e-13
