xcl,ycl,xvcl,yvcl,xlt,ylt,xvlt,yvlt,xtt,ytt,xvtt,yvtt
43.392742,-10.028172,0.000000,0.0000000.088905,0.092452,43.274673,-9.990651,0.000000045,0.000000199,43.538477,-10.065130,0.000000,0.000000
43.438368,-9.828642,0.000000,0.0000000.124133,0.058402,43.303758,-9.768262,0.000000044,0.000000199,43.585112,-9.838270,0.000000,0.000000
43.483185,-9.628928,0.000000,0.0000000.072569,0.207199,43.350410,-9.611263,0.000000044,0.000000199,43.674185,-9.648841,0.000000,0.000000
43.527192,-9.429036,0.000000,0.0000000.073666,0.133458,43.360909,-9.414606,0.000000043,0.000000200,43.672442,-9.462033,0.000000,0.000000
43.570389,-9.228967,0.000000,0.0000000.033870,0.100881,43.428839,-9.217815,0.000000042,0.000000200,43.728945,-9.248047,0.000000,0.000000
43.612773,-9.028726,0.000000,0.0000000.053697,0.095413,43.503542,-8.996053,0.000000041,0.000000200,43.745457,-9.026283,0.000000,0.000000
43.654345,-8.828318,0.000000,0.0000000.131075,0.044690,43.509571,-8.823689,0.000000040,0.000000200,43.789559,-8.889503,0.000000,0.000000
43.695103,-8.627744,0.000000,0.0000000.034487,0.111047,43.581475,-8.601225,0.000000040,0.000000200,43.832082,-8.666679,0.000000,0.000000
43.735048,-8.427011,0.000000,0.0000000.118652,0.111102,43.552769,-8.405351,0.000000038,0.000000200,43.844757,-8.488998,0.000000,0.000000
43.774178,-8.226120,0.000000,0.0000000.119069,0.089514,43.623718,-8.155067,0.000000038,0.000000201,43.938589,-8.314071,0.000000,0.000000
43.812492,-8.025075,0.000000,0.0000000.086475,0.132593,43.694674,-8.023150,0.000000037,0.000000201,44.013957,-8.047497,0.000000,0.000000
43.849991,-7.823882,0.000000,0.0000000.132316,0.132360,43.693372,-7.816959,0.000000036,0.000000201,44.012591,-7.765557,0.000000,0.000000
43.886672,-7.622542,0.000000,0.0000000.065995,0.141530,43.759435,-7.575479,0.000000035,0.000000201,44.023851,-7.622778,0.000000,0.000000
43.922536,-7.421061,0.000000,0.0000000.082120,0.083190,43.775912,-7.394413,0.000000035,0.000000201,44.033063,-7.421002,0.000000,0.000000
43.957583,-7.219442,0.000000,0.0000000.051471,0.085847,43.826026,-7.235506,0.000000034,0.000000201,44.133754,-7.216405,0.000000,0.000000
43.991810,-7.017687,0.000000,0.0000000.053181,0.092478,43.843800,-7.077197,0.000000033,0.000000201,44.108516,-7.068169,0.000000,0.000000
44.025218,-6.815803,0.000000,0.0000000.168949,0.132577,43.864055,-6.794659,0.000000032,0.000000202,44.170683,-6.857064,0.000000,0.000000
44.057807,-6.613791,0.000000,0.0000000.128759,0.140787,43.962763,-6.532403,0.000000031,0.000000202,44.247719,-6.609916,0.000000,0.000000
44.089575,-6.411656,0.000000,0.0000000.108076,0.061903,44.009426,-6.416872,0.000000030,0.000000202,44.226872,-6.461599,0.000000,0.000000
44.120522,-6.209402,0.000000,0.0000000.116138,0.158923,44.029611,-6.155508,0.000000029,0.000000202,44.250620,-6.187042,0.000000,0.000000
44.150648,-6.007033,0.000000,0.0000000.063165,0.145310,44.029520,-6.023026,0.000000029,0.000000202,44.285900,-5.997897,0.000000,0.000000
44.179952,-5.804551,0.000000,0.0000000.104933,0.072283,44.009363,-5.811641,0.000000028,0.000000202,44.310417,-5.858991,0.000000,0.000000
44.208434,-5.601961,0.000000,0.0000000.058226,0.092929,44.084836,-5.584593,0.000000027,0.000000202,44.337015,-5.636224,0.000000,0.000000
44.236092,-5.399268,0.000000,0.0000000.125668,0.026327,44.094780,-5.366524,0.000000026,0.000000202,44.362144,-5.483092,0.000000,0.000000
44.262928,-5.196473,0.000000,0.0000000.202931,0.144698,44.129067,-5.188255,0.000000025,0.000000202,44.323936,-5.184177,0.000000,0.000000
44.288940,-4.993582,0.000000,0.0000000.153765,0.120695,44.153706,-4.974133,0.000000024,0.000000202,44.422526,-4.977935,0.000000,0.000000
44.314128,-4.790598,0.000000,0.0000000.058682,0.056682,44.149624,-4.790303,0.000000024,0.000000202,44.459370,-4.776945,0.000000,0.000000
44.338491,-4.587525,0.000000,0.0000000.132822,0.080873,44.208040,-4.589821,0.000000023,0.000000203,44.451949,-4.606332,0.000000,0.000000
44.362030,-4.384367,0.000000,0.0000000.061900,0.063631,44.260403,-4.334925,0.000000022,0.000000203,44.540087,-4.405377,0.000000,0.000000
44.384743,-4.181127,0.000000,0.0000000.099488,0.105782,44.282653,-4.170493,0.000000021,0.000000203,44.484454,-4.187251,0.000000,0.000000
44.406631,-3.977809,0.000000,0.0000000.085670,0.065610,44.227882,-3.939708,0.000000021,0.000000203,44.550804,-3.999170,0.000000,0.000000
44.427694,-3.774417,0.000000,0.0000000.074257,0.079521,44.236667,-3.699024,0.000000020,0.000000203,44.554854,-3.810424,0.000000,0.000000
44.447930,-3.570955,0.000000,0.0000000.188336,0.069691,44.269638,-3.543529,0.000000018,0.000000203,44.604579,-3.555151,0.000000,0.000000
44.467340,-3.367427,0.000000,0.0000000.191051,0.156161,44.304038,-3.335729,0.000000018,0.000000203,44.623406,-3.391500,0.000000,0.000000
44.485923,-3.163836,0.000000,0.0000000.090870,0.098410,44.386778,-3.105494,0.000000017,0.000000203,44.609946,-3.178474,0.000000,0.000000
44.503680,-2.960187,0.000000,0.0000000.056490,0.062846,44.384356,-2.938938,0.000000017,0.000000203,44.658510,-2.974765,0.000000,0.000000
44.520610,-2.756482,0.000000,0.0000000.153566,0.122529,44.349918,-2.771698,0.000000015,0.000000203,44.641212,-2.743612,0.000000,0.000000
44.536712,-2.552726,0.000000,0.0000000.203207,0.103107,44.397412,-2.536720,0.000000014,0.000000203,44.637570,-2.578968,0.000000,0.000000
44.551987,-2.348923,0.000000,0.0000000.142119,0.064981,44.415860,-2.307024,0.000000014,0.000000203,44.695210,-2.349509,0.000000,0.000000
44.566435,-2.145076,0.000000,0.0000000.102665,0.075415,44.436742,-2.104989,0.000000013,0.000000203,44.680373,-2.121174,0.000000,0.000000
44.580055,-1.941189,0.000000,0.0000000.080848,0.048539,44.442483,-1.941406,0.000000012,0.000000203,44.708626,-1.926659,0.000000,0.000000
44.592848,-1.737266,0.000000,0.0000000.087976,0.076344,44.452863,-1.727421,0.000000012,0.000000203,44.692831,-1.736852,0.000000,0.000000
44.604812,-1.533311,0.000000,0.0000000.029397,0.060945,44.449149,-1.550147,0.000000011,0.000000203,44.719121,-1.581649,0.000000,0.000000
44.615949,-1.329328,0.000000,0.0000000.040755,0.140445,44.498258,-1.301534,0.000000010,0.000000203,44.720864,-1.337782,0.000000,0.000000
44.626258,-1.125320,0.000000,0.0000000.128194,0.141958,44.494194,-1.161010,0.000000009,0.000000203,44.775767,-1.131034,0.000000,0.000000
44.635738,-0.921291,0.000000,0.0000000.143630,0.120314,44.526231,-0.900104,0.000000008,0.000000203,44.794080,-0.917114,0.000000,0.000000
44.644391,-0.717244,0.000000,0.0000000.145555,0.185889,44.523140,-0.744670,0.000000007,0.000000203,44.762125,-0.710202,0.000000,0.000000
44.652216,-0.513185,0.000000,0.0000000.048448,0.124706,44.538365,-0.514424,0.000000007,0.000000203,44.764134,-0.505222,0.000000,0.000000
44.659213,-0.309116,0.000000,0.0000000.176183,0.126512,44.503108,-0.295249,0.000000005,0.000000203,44.768963,-0.382916,0.000000,0.000000
44.665381,-0.105041,0.000000,0.0000000.092606,0.123520,44.489193,-0.067916,0.000000005,0.000000203,44.800220,-0.117646,0.000000,0.000000
44.670722,0.099035,0.000000,0.0000000.213032,0.042001,44.540902,0.085173,0.000000003,0.000000203,44.818263,0.128974,0.000000,0.000000
44.675236,0.303110,0.000000,0.0000000.143347,0.029579,44.577703,0.300279,0.000000003,0.000000203,44.776589,0.310610,0.000000,0.000000
44.678921,0.507179,0.000000,0.0000000.073580,0.086844,44.510729,0.527400,0.000000002,0.000000203,44.818363,0.532886,0.000000,0.000000
44.681779,0.711239,0.000000,0.0000000.100896,0.063175,44.576279,0.716098,0.000000002,0.000000203,44.801624,0.713420,0.000000,0.000000
44.683809,0.915286,0.000000,0.0000000.067954,0.141249,44.548158,0.894888,0.000000001,0.000000203,44.819149,0.940038,0.000000,0.000000
44.685012,1.119315,0.000000,0.0000000.136492,0.073531,44.521036,1.103394,-0.000000000,0.000000203,44.776149,1.061385,0.000000,0.000000
44.685388,1.323324,-0.000000,0.0000000.200698,0.154092,44.605904,1.369693,-0.000000001,0.000000203,44.784158,1.342342,0.000000,0.000000
44.684937,1.527309,-0.000000,0.0000000.062621,0.016669,44.549914,1.503644,-0.000000002,0.000000203,44.853638,1.554888,-0.000000,0.000000
44.683660,1.731265,-0.000000,0.0000000.053392,0.091781,44.501078,1.761530,-0.000000002,0.000000203,44.863698,1.741534,-0.000000,0.000000
44.681555,1.935189,-0.000000,0.0000000.157145,0.129387,44.523413,1.918407,-0.000000004,0.000000203,44.839369,1.891789,-0.000000,0.000000
44.678625,2.139078,-0.000000,0.0000000.204997,0.029555,44.544175,2.139638,-0.000000005,0.000000203,44.827370,2.158472,-0.000000,0.000000
44.674868,2.342926,-0.000000,0.0000000.115987,0.093380,44.502169,2.346415,-0.000000005,0.000000203,44.857951,2.376018,-0.000000,0.000000
44.670286,2.546732,-0.000000,0.0000000.106103,0.086804,44.518464,2.519124,-0.000000006,0.000000203,44.774827,2.553366,-0.000000,0.000000
44.664879,2.750490,-0.000000,0.0000000.134104,0.062509,44.561203,2.742006,-0.000000007,0.000000203,44.854549,2.791598,-0.000000,0.000000
44.658646,2.954198,-0.000000,0.0000000.082909,0.085487,44.575729,2.938817,-0.000000007,0.000000203,44.821853,2.954297,-0.000000,0.000000
44.651588,3.157851,-0.000000,0.0000000.047479,0.034419,44.489707,3.236773,-0.000000008,0.000000203,44.804833,3.201630,-0.000000,0.000000
44.643706,3.361446,-0.000000,0.0000000.138502,0.157765,44.510497,3.357451,-0.000000009,0.000000203,44.788785,3.349955,-0.000000,0.000000
44.635001,3.564979,-0.000000,0.0000000.159276,0.214963,44.520649,3.566643,-0.000000010,0.000000203,44.766789,3.582576,-0.000000,0.000000
44.625471,3.768446,-0.000000,0.0000000.086778,0.104903,44.473546,3.774892,-0.000000011,0.000000203,44.725358,3.803593,-0.000000,0.000000
44.615118,3.971843,-0.000000,0.0000000.126733,0.090780,44.488297,3.938288,-0.000000012,0.000000203,44.727606,3.982443,-0.000000,0.000000
44.603943,4.175168,-0.000000,0.0000000.124034,0.156491,44.453476,4.166846,-0.000000013,0.000000203,44.787371,4.224594,-0.000000,0.000000
44.591945,4.378415,-0.000000,0.0000000.071560,0.126479,44.432739,4.348700,-0.000000013,0.000000203,44.717240,4.442474,-0.000000,0.000000
44.579125,4.581581,-0.000000,0.0000000.062475,0.104690,44.400618,4.569695,-0.000000014,0.000000202,44.673626,4.627399,-0.000000,0.000000
44.565483,4.784663,-0.000000,0.0000000.062307,0.109311,44.422136,4.784218,-0.000000015,0.000000202,44.712431,4.796718,-0.000000,0.000000
44.551021,4.987657,-0.000000,0.0000000.094633,0.037471,44.394012,4.997289,-0.000000016,0.000000202,44.699138,5.036493,-0.000000,0.000000
44.535739,5.190560,-0.000000,0.0000000.124568,0.039410,44.385206,5.160785,-0.000000017,0.000000202,44.652691,5.255452,-0.000000,0.000000
44.519636,5.393366,-0.000000,0.0000000.210601,0.130561,44.389846,5.363804,-0.000000018,0.000000202,44.635960,5.408270,-0.000000,0.000000
44.502715,5.596074,-0.000000,0.0000000.062529,0.076509,44.370903,5.590576,-0.000000018,0.000000202,44.625493,5.600966,-0.000000,0.000000
44.484974,5.798678,-0.000000,0.0000000.093783,0.084438,44.358365,5.834957,-0.000000019,0.000000202,44.653655,5.833345,-0.000000,0.000000
44.466416,6.001176,-0.000000,0.0000000.131758,0.087574,44.363724,5.956750,-0.000000020,0.000000202,44.598367,5.985832,-0.000000,0.000000
44.447040,6.203563,-0.000000,0.0000000.107122,0.027625,44.294310,6.213843,-0.000000021,0.000000202,44.591373,6.217673,-0.000000,0.000000
44.426847,6.405836,-0.000000,0.0000000.215164,0.149215,44.288724,6.365767,-0.000000022,0.000000201,44.614194,6.444203,-0.000000,0.000000
44.405838,6.607992,-0.000000,0.0000000.187347,0.062274,44.282324,6.602812,-0.000000023,0.000000201,44.540558,6.657878,-0.000000,0.000000
44.384013,6.810027,-0.000000,0.0000000.146056,0.129513,44.304910,6.804223,-0.000000023,0.000000201,44.526020,6.865445,-0.000000,0.000000
44.361373,7.011936,-0.000000,0.0000000.030919,0.142207,44.202406,6.989270,-0.000000024,0.000000201,44.547658,7.054226,-0.000000,0.000000
44.337919,7.213716,-0.000000,0.0000000.104560,0.070023,44.149337,7.126879,-0.000000025,0.000000201,44.488505,7.232546,-0.000000,0.000000
44.313652,7.415365,-0.000000,0.0000000.125169,0.057941,44.135141,7.325214,-0.000000026,0.000000201,44.440170,7.444205,-0.000000,0.000000
44.288572,7.616877,-0.000000,0.0000000.169468,0.122510,44.119178,7.615676,-0.000000027,0.000000201,44.394020,7.647536,-0.000000,0.000000
44.262680,7.818250,-0.000000,0.0000000.052182,0.112126,44.098674,7.827430,-0.000000027,0.000000201,44.391926,7.805348,-0.000000,0.000000
44.235976,8.019479,-0.000000,0.0000000.068282,0.158365,44.107139,7.945226,-0.000000028,0.000000200,44.358441,8.034980,-0.000000,0.000000
44.208462,8.220561,-0.000000,0.0000000.106134,0.108901,44.024409,8.181013,-0.000000029,0.000000200,44.355675,8.240016,-0.000000,0.000000
44.180139,8.421493,-0.000000,0.0000000.168061,0.064556,44.101521,8.411950,-0.000000030,0.000000200,44.287121,8.412478,-0.000000,0.000000
44.151007,8.622271,-0.000000,0.0000000.092926,0.065668,44.043425,8.596371,-0.000000030,0.000000200,44.274659,8.655680,-0.000000,0.000000
44.121066,8.822891,-0.000000,0.0000000.164451,0.053492,43.999098,8.823484,-0.000000031,0.000000200,44.234289,8.843867,-0.000000,0.000000
44.090319,9.023349,-0.000000,0.0000000.054049,0.099082,43.972102,9.001222,-0.000000032,0.000000200,44.208998,9.033969,-0.000000,0.000000
44.058765,9.223642,-0.000000,0.0000000.135535,0.175531,43.933687,9.158623,-0.000000033,0.000000199,44.181035,9.301085,-0.000000,0.000000
44.026406,9.423767,-0.000000,0.0000000.163175,0.080025,43.903846,9.388732,-0.000000034,0.000000199,44.113271,9.484563,-0.000000,0.000000
43.993242,9.623720,-0.000000,0.0000000.122445,0.070313,43.920799,9.551179,-0.000000034,0.000000199,44.107250,9.673997,-0.000000,0.000000
43.959275,9.823497,-0.000000,0.0000000.084066,0.094682,43.785529,9.796247,-0.000000035,0.000000199,44.108440,9.851724,-0.000000,0.000000
43.924505,10.023094,-0.000000,0.0000000.077907,0.077909,43.822493,9.986633,-0.000000036,0.000000199,44.112603,10.071253,-0.000000,0.000000
43.888934,10.222509,-0.000000,0.0000000.105914,0.147892,43.720619,10.149700,-0.000000037,0.000000199,43.956321,10.222907,-0.000000,0.000000
43.852561,10.421737,-0.000000,0.0000000.187821,0.096685,43.721282,10.450872,-0.000000038,0.000000198,44.008108,10.397669,-0.000000,0.000000
43.815389,10.620775,-0.000000,0.0000000.068971,0.144460,43.702770,10.564782,-0.000000038,0.000000198,43.966012,10.651557,-0.000000,0.000000
43.777419,10.819619,-0.000000,0.0000000.189129,0.098477,43.616362,10.801635,-0.000000040,0.000000198,43.915455,10.811344,-0.000000,0.000000
43.738650,11.018266,-0.000000,0.0000000.069905,0.019525,43.602682,10.970678,-0.000000040,0.000000198,43.811101,11.098400,-0.000000,0.000000
43.699085,11.216713,-0.000000,0.0000000.117071,0.197004,43.613501,11.176353,-0.000000041,0.000000197,43.836573,11.272764,-0.000000,0.000000
43.658725,11.414955,-0.000000,0.0000000.080763,0.140860,43.550014,11.382843,-0.000000041,0.000000197,43.751954,11.372990,-0.000000,0.000000
43.617570,11.612990,-0.000000,0.0000000.065906,0.052884,43.474520,11.575823,-0.000000042,0.000000197,43.712061,11.655459,-0.000000,0.000000
43.575621,11.810813,-0.000000,0.0000000.091223,0.097934,43.426902,11.767260,-0.000000043,0.000000197,43.713990,11.840728,-0.000000,0.000000
43.532880,12.008422,-0.000000,0.0000000.095954,0.119512,43.421493,11.900342,-0.000000044,0.000000197,43.701124,12.003436,-0.000000,0.000000
43.489348,12.205812,-0.000000,0.0000000.081690,0.054727,43.345033,12.140487,-0.000000045,0.000000196,43.635194,12.217468,-0.000000,0.000000
43.445026,12.402981,-0.000000,0.0000000.159288,0.066825,43.329411,12.343230,-0.000000046,0.000000196,43.556823,12.425627,-0.000000,0.000000
43.399915,12.599924,-0.000000,0.0000000.040120,0.078505,43.275121,12.557155,-0.000000046,0.000000196,43.507407,12.624145,-0.000000,0.000000
43.354016,12.796639,-0.000000,0.0000000.108006,0.171887,43.204057,12.784101,-0.000000047,0.000000196,43.523940,12.836248,-0.000000,0.000000
43.307330,12.993121,-0.000000,0.0000000.130590,0.099013,43.154686,12.986572,-0.000000048,0.000000195,43.486532,13.052034,-0.000000,0.000000
43.259859,13.189368,-0.000000,0.0000000.043910,0.077750,43.108391,13.153139,-0.000000048,0.000000195,43.433401,13.188501,-0.000000,0.000000
43.211604,13.385376,-0.000000,0.0000000.050620,0.177263,43.122085,13.300132,-0.000000049,0.000000195,43.340432,13.417500,-0.000000,0.000000
43.162566,13.581141,-0.000000,0.0000000.078596,0.071118,43.025842,13.513211,-0.000000050,0.000000195,43.294645,13.641616,-0.000000,0.000000
43.112746,13.776660,-0.000000,0.0000000.105773,0.045631,43.034010,13.727734,-0.000000051,0.000000195,43.243769,13.751187,-0.000000,0.000000
43.062146,13.971930,-0.000000,0.0000000.124036,0.098686,42.929619,13.889856,-0.000000052,0.000000194,43.217370,13.996520,-0.000000,0.000000
43.010767,14.166947,-0.000000,0.0000000.054357,0.163676,42.866863,14.161945,-0.000000052,0.000000194,43.165544,14.229646,-0.000000,0.000000
42.958609,14.361708,-0.000000,0.0000000.173855,0.120317,42.843374,14.278400,-0.000000054,0.000000194,43.044966,14.408999,-0.000000,0.000000
42.905676,14.556209,-0.000000,0.0000000.077131,0.157586,42.756982,14.536517,-0.000000054,0.000000194,42.994723,14.583022,-0.000000,0.000000
42.851966,14.750447,-0.000000,0.0000000.059202,0.054019,42.696157,14.701030,-0.000000055,0.000000193,42.954931,14.817127,-0.000000,0.000000
42.797483,14.944419,-0.000000,0.0000000.040560,0.167436,42.691340,14.930318,-0.000000055,0.000000193,42.947327,14.977924,-0.000000,0.000000
42.742228,15.138121,-0.000000,0.0000000.145853,0.131247,42.631606,15.131317,-0.000000057,0.000000193,42.874720,15.125548,-0.000000,0.000000
42.686201,15.331550,-0.000000,0.0000000.128953,0.055877,42.569247,15.244716,-0.000000057,0.000000192,42.789608,15.403913,-0.000000,0.000000
42.629405,15.524703,-0.000000,0.0000000.096793,0.125925,42.549667,15.465354,-0.000000058,0.000000192,42.751011,15.477252,-0.000000,0.000000
42.571840,15.717575,-0.000000,0.0000000.091520,0.122528,42.495607,15.674600,-0.000000059,0.000000192,42.696601,15.779283,-0.000000,0.000000
42.513508,15.910164,-0.000000,0.0000000.121644,0.090992,42.368867,15.862381,-0.000000059,0.000000192,42.621676,15.967651,-0.000000,0.000000
42.454410,16.102467,-0.000000,0.0000000.062541,0.150592,42.266376,16.035635,-0.000000060,0.000000191,42.590192,16.120712,-0.000000,0.000000
42.394548,16.294480,-0.000000,0.0000000.174423,0.104088,42.307866,16.274962,-0.000000061,0.000000191,42.542256,16.360408,-0.000000,0.000000
42.333924,16.486200,-0.000000,0.0000000.080335,0.076814,42.197906,16.385625,-0.000000062,0.000000191,42.488309,16.593516,-0.000000,0.000000
42.272538,16.677624,-0.000000,0.0000000.121851,0.129760,42.124087,16.595873,-0.000000063,0.000000190,42.369529,16.750551,-0.000000,0.000000
42.210393,16.868747,-0.000000,0.0000000.039279,0.095737,42.079161,16.793892,-0.000000063,0.000000190,42.333786,16.968339,-0.000000,0.000000
42.147489,17.059568,-0.000000,0.0000000.059391,0.085490,42.018822,17.029315,-0.000000064,0.000000190,42.264739,17.123640,-0.000000,0.000000
42.083829,17.250083,-0.000000,0.0000000.115934,0.114485,41.902855,17.197708,-0.000000065,0.000000189,42.213595,17.273222,-0.000000,0.000000
42.019414,17.440288,-0.000000,0.0000000.168977,0.155875,41.892046,17.350688,-0.000000066,0.000000189,42.121686,17.483313,-0.000000,0.000000
41.954245,17.630180,-0.000000,0.0000000.067457,0.129160,41.862431,17.572940,-0.000000066,0.000000189,42.021987,17.647689,-0.000000,0.000000
41.888323,17.819756,-0.000000,0.0000000.077909,0.037638,41.775208,17.802374,-0.000000067,0.000000189,42.010795,17.886590,-0.000000,0.000000
41.821652,18.009012,-0.000000,0.0000000.094856,0.078396,41.659960,17.946539,-0.000000068,0.000000188,41.935936,18.041015,-0.000000,0.000000
41.754231,18.197947,-0.000000,0.0000000.083944,0.179245,41.618383,18.123406,-0.000000068,0.000000188,41.892328,18.232624,-0.000000,0.000000
41.686063,18.386555,-0.000000,0.0000000.080661,0.111838,41.501457,18.335592,-0.000000069,0.000000188,41.811235,18.436572,-0.000000,0.000000
41.617149,18.574835,-0.000000,0.0000000.161301,0.192527,41.520277,18.517521,-0.000000070,0.000000187,41.722249,18.611568,-0.000000,0.000000
41.547491,18.762782,-0.000000,0.0000000.136624,0.138456,41.461591,18.754260,-0.000000071,0.000000187,41.727997,18.845179,-0.000000,0.000000
41.477091,18.950394,-0.000000,0.0000000.057150,0.211409,41.360692,18.961180,-0.000000071,0.000000187,41.597347,18.984316,-0.000000,0.000000
41.405950,19.137668,-0.000000,0.0000000.076303,0.093571,41.271818,19.066948,-0.000000072,0.000000186,41.552543,19.184082,-0.000000,0.000000
41.334069,19.324600,-0.000000,0.0000000.128754,0.100004,41.251485,19.253217,-0.000000073,0.000000186,41.474991,19.361354,-0.000000,0.000000
41.261451,19.511187,-0.000000,0.0000000.069741,0.029334,41.112475,19.448155,-0.000000073,0.000000186,41.423591,19.561915,-0.000000,0.000000
41.188098,19.697427,-0.000000,0.0000000.079640,0.141406,41.054299,19.655290,-0.000000074,0.000000185,41.261435,19.763841,-0.000000,0.000000
41.114010,19.883315,-0.000000,0.0000000.043175,0.077552,40.979459,19.855482,-0.000000075,0.000000185,41.231598,19.939535,-0.000000,0.000000
41.039190,20.068849,-0.000000,0.0000000.102574,0.138427,40.954139,19.929295,-0.000000076,0.000000184,41.168333,20.104269,-0.000000,0.000000
40.963639,20.254026,-0.000000,0.0000000.139992,0.110622,40.804284,20.187268,-0.000000077,0.000000184,41.074610,20.342021,-0.000000,0.000000
40.887359,20.438842,-0.000000,0.0000000.104537,0.107374,40.712948,20.366595,-0.000000077,0.000000184,41.045669,20.520482,-0.000000,0.000000
40.810353,20.623295,-0.000000,0.0000000.141130,0.185148,40.657047,20.547691,-0.000000078,0.000000183,40.892690,20.681370,-0.000000,0.000000
40.732620,20.807381,-0.000000,0.0000000.029720,0.097939,40.626593,20.730300,-0.000000078,0.000000183,40.879842,20.915219,-0.000000,0.000000
40.654165,20.991098,-0.000000,0.0000000.125884,0.046445,40.500272,20.879472,-0.000000079,0.000000183,40.772091,21.041521,-0.000000,0.000000
40.574987,21.174442,-0.000000,0.0000000.106737,0.100013,40.440298,21.076369,-0.000000080,0.000000182,40.732696,21.264705,-0.000000,0.000000
40.495089,21.357410,-0.000000,0.0000000.097601,0.126494,40.378800,21.251482,-0.000000081,0.000000182,40.675536,21.409961,-0.000000,0.000000
40.414474,21.540000,-0.000000,0.0000000.093690,0.051276,40.301597,21.483708,-0.000000081,0.000000181,40.542009,21.570101,-0.000000,0.000000
40.333142,21.722208,-0.000000,0.0000000.184419,0.097757,40.200494,21.680244,-0.000000083,0.000000181,40.457148,21.794181,-0.000000,0.000000
40.251095,21.904031,-0.000000,0.0000000.116668,0.142636,40.108464,21.828479,-0.000000083,0.000000181,40.390077,21.965182,-0.000000,0.000000
40.168336,22.085466,-0.000000,0.0000000.078355,0.104779,40.035795,22.029803,-0.000000084,0.000000180,40.278121,22.115915,-0.000000,0.000000
40.084866,22.266510,-0.000000,0.0000000.089246,0.053614,39.982921,22.176991,-0.000000084,0.000000180,40.223991,22.289273,-0.000000,0.000000
40.000687,22.447160,-0.000000,0.0000000.153620,0.143520,39.880339,22.409000,-0.000000085,0.000000179,40.076856,22.528932,-0.000000,0.000000
39.915801,22.627414,-0.000000,0.0000000.082730,0.129915,39.774888,22.584917,-0.000000086,0.000000179,40.044114,22.700868,-0.000000,0.000000
39.830210,22.807268,-0.000000,0.0000000.146244,0.024494,39.778055,22.742333,-0.000000087,0.000000179,39.950783,22.869354,-0.000000,0.000000
39.743916,22.986720,-0.000000,0.0000000.082850,0.187708,39.662006,22.902816,-0.000000087,0.000000178,39.841928,23.061096,-0.000000,0.000000
39.656920,23.165765,-0.000000,0.0000000.106917,0.048571,39.475425,23.106443,-0.000000088,0.000000178,39.764883,23.240834,-0.000000,0.000000
39.569225,23.344403,-0.000000,0.0000000.033802,0.084491,39.445365,23.290353,-0.000000088,0.000000178,39.614083,23.442695,-0.000000,0.000000
39.480833,23.522628,-0.000000,0.0000000.084406,0.078290,39.379188,23.441320,-0.000000089,0.000000177,39.593634,23.626119,-0.000000,0.000000
39.391745,23.700440,-0.000000,0.0000000.088797,0.124593,39.261376,23.638385,-0.000000090,0.000000177,39.542689,23.791352,-0.000000,0.000000
39.301964,23.877834,-0.000000,0.0000000.134209,0.199631,39.204075,23.811851,-0.000000091,0.000000176,39.426573,23.949134,-0.000000,0.000000
39.211492,24.054808,-0.000000,0.0000000.113646,0.176934,39.062898,23.958083,-0.000000091,0.000000176,39.324941,24.134574,-0.000000,0.000000
39.120330,24.231360,-0.000000,0.0000000.158432,0.075550,38.996534,24.178486,-0.000000092,0.000000175,39.252492,24.317571,-0.000000,0.000000
39.028481,24.407485,-0.000000,0.0000000.028371,0.027016,38.921261,24.287495,-0.000000092,0.000000175,39.153096,24.437857,-0.000000,0.000000
38.935946,24.583182,-0.000000,0.0000000.094063,0.125256,38.837840,24.439300,-0.000000093,0.000000174,39.063893,24.646802,-0.000000,0.000000
38.842727,24.758447,-0.000000,0.0000000.129452,0.073368,38.706230,24.670913,-0.000000094,0.000000174,38.947517,24.856321,-0.000000,0.000000
38.748828,24.933278,-0.000000,0.0000000.069825,0.104798,38.624249,24.991800,-0.000000095,0.000000174,38.903991,25.014904,-0.000000,0.000000
38.654249,25.107672,-0.000000,0.0000000.077455,0.092208,38.474397,25.027523,-0.000000095,0.000000173,38.763161,25.248926,-0.000000,0.000000
38.558992,25.281626,-0.000000,0.0000000.070841,0.100300,38.499559,25.190528,-0.000000096,0.000000173,38.672464,25.317424,-0.000000,0.000000
38.463061,25.455137,-0.000000,0.0000000.113299,0.248426,38.347766,25.378544,-0.000000097,0.000000172,38.627567,25.538777,-0.000000,0.000000
38.366457,25.628203,-0.000000,0.0000000.063478,0.089612,38.235253,25.543438,-0.000000097,0.000000172,38.503162,25.722355,-0.000000,0.000000
38.269181,25.800821,-0.000000,0.0000000.088432,0.145756,38.166326,25.766563,-0.000000098,0.000000171,38.403721,25.835993,-0.000000,0.000000
38.171236,25.972987,-0.000000,0.0000000.193274,0.134495,38.059908,25.905869,-0.000000099,0.000000171,38.241667,26.084989,-0.000000,0.000000
38.072625,26.144700,-0.000000,0.0000000.065126,0.052677,37.974661,26.046001,-0.000000099,0.000000171,38.179197,26.245271,-0.000000,0.000000
37.973349,26.315957,-0.000000,0.0000000.072411,0.058700,37.864333,26.219478,-0.000000100,0.000000170,38.110864,26.394217,-0.000000,0.000000
37.873411,26.486754,-0.000000,0.0000000.160367,0.096100,37.796519,26.345545,-0.000000101,0.000000169,37.947185,26.542034,-0.000000,0.000000
