xcl,ycl,xvcl,yvcl,xlt,ylt,xvlt,yvlt,xtt,ytt,xvtt,yvtt
-40.297562,-20.687092,0.000000,-0.0000000.220050,0.128133,-40.129568,-20.588259,0.000000103,-0.000000172,-40.449407,-20.728840,0.000000,-0.000000
-40.194717,-20.860506,0.000000,-0.0000000.204984,0.111717,-40.075399,-20.778462,0.000000104,-0.000000172,-40.287207,-20.936219,0.000000,-0.000000
-40.091145,-21.033542,0.000000,-0.0000000.163823,0.118119,-39.959422,-20.954732,0.000000105,-0.000000172,-40.166774,-21.085645,0.000000,-0.000000
-39.986847,-21.206198,0.000000,-0.0000000.040437,0.143899,-39.891390,-21.151004,0.000000105,-0.000000172,-40.139951,-21.278095,0.000000,-0.000000
-39.881826,-21.378470,0.000000,-0.0000000.029634,0.084712,-39.754043,-21.354228,0.000000106,-0.000000171,-39.933166,-21.470068,0.000000,-0.000000
-39.776082,-21.550355,0.000000,-0.0000000.168890,0.059824,-39.664029,-21.498824,0.000000107,-0.000000171,-39.900637,-21.630947,0.000000,-0.000000
-39.669618,-21.721850,0.000000,-0.0000000.144845,0.111390,-39.534089,-21.628967,0.000000107,-0.000000170,-39.780667,-21.749810,0.000000,-0.000000
-39.562435,-21.892951,0.000000,-0.0000000.130893,0.097449,-39.458121,-21.836387,0.000000108,-0.000000170,-39.657584,-21.972943,0.000000,-0.000000
-39.454534,-22.063654,0.000000,-0.0000000.109683,0.021256,-39.346607,-21.979779,0.000000109,-0.000000170,-39.593842,-22.115799,0.000000,-0.000000
-39.345918,-22.233958,0.000000,-0.0000000.081258,0.021789,-39.203761,-22.171817,0.000000109,-0.000000169,-39.486914,-22.309494,0.000000,-0.000000
-39.236587,-22.403858,0.000000,-0.0000000.132403,0.069599,-39.112771,-22.334356,0.000000110,-0.000000169,-39.322299,-22.505532,0.000000,-0.000000
-39.126544,-22.573351,0.000000,-0.0000000.254395,0.126870,-38.959967,-22.441876,0.000000111,-0.000000168,-39.250256,-22.642451,0.000000,-0.000000
-39.015790,-22.742434,0.000000,-0.0000000.223388,0.109073,-38.896105,-22.665324,0.000000112,-0.000000168,-39.148095,-22.774284,0.000000,-0.000000
-38.904327,-22.911104,0.000000,-0.0000000.115413,0.160511,-38.759744,-22.778265,0.000000112,-0.000000167,-39.030981,-22.972652,0.000000,-0.000000
-38.792157,-23.079357,0.000000,-0.0000000.180175,0.090320,-38.657092,-23.026968,0.000000113,-0.000000167,-38.897223,-23.147428,0.000000,-0.000000
-38.679281,-23.247190,0.000000,-0.0000000.113300,0.152822,-38.567542,-23.179666,0.000000114,-0.000000167,-38.788766,-23.323287,0.000000,-0.000000
-38.565701,-23.414600,0.000000,-0.0000000.126453,0.088283,-38.445009,-23.304226,0.000000114,-0.000000166,-38.690183,-23.493104,0.000000,-0.000000
-38.451419,-23.581584,0.000000,-0.0000000.138278,0.102517,-38.359555,-23.507866,0.000000115,-0.000000166,-38.552722,-23.647445,0.000000,-0.000000
-38.336437,-23.748139,0.000000,-0.0000000.103684,0.126744,-38.190830,-23.657358,0.000000116,-0.000000165,-38.412686,-23.807923,0.000000,-0.000000
-38.220756,-23.914261,0.000000,-0.0000000.015002,0.083463,-38.163589,-23.886522,0.000000116,-0.000000165,-38.353783,-24.014533,0.000000,-0.000000
-38.104378,-24.079947,0.000000,-0.0000000.142101,0.184215,-38.022061,-23.988741,0.000000117,-0.000000164,-38.208541,-24.099313,0.000000,-0.000000
-37.987306,-24.245194,0.000000,-0.0000000.092468,0.112942,-37.884342,-24.194633,0.000000118,-0.000000164,-38.137447,-24.309893,0.000000,-0.000000
-37.869541,-24.409998,0.000000,-0.0000000.105880,0.067770,-37.744136,-24.378562,0.000000119,-0.000000164,-38.025121,-24.492161,0.000000,-0.000000
-37.751084,-24.574357,0.000000,-0.0000000.077177,0.040945,-37.620723,-24.513862,0.000000119,-0.000000163,-37.879297,-24.670673,0.000000,-0.000000
-37.631939,-24.738267,0.000000,-0.0000000.057845,0.114506,-37.516388,-24.675460,0.000000120,-0.000000163,-37.758442,-24.801887,0.000000,-0.000000
-37.512106,-24.901726,0.000000,-0.0000000.057372,0.042371,-37.385128,-24.820013,0.000000120,-0.000000162,-37.581428,-25.021031,0.000000,-0.000000
-37.391587,-25.064730,0.000000,-0.0000000.150701,0.138681,-37.281867,-24.955495,0.000000121,-0.000000162,-37.576431,-25.166367,0.000000,-0.000000
-37.270385,-25.227275,0.000000,-0.0000000.161992,0.081159,-37.139409,-25.131645,0.000000122,-0.000000161,-37.319817,-25.301620,0.000000,-0.000000
-37.148502,-25.389359,0.000000,-0.0000000.206938,0.094525,-37.053689,-25.298620,0.000000123,-0.000000161,-37.236811,-25.447011,0.000000,-0.000000
-37.025939,-25.550979,0.000000,-0.0000000.145120,0.133615,-36.924577,-25.456259,0.000000123,-0.000000160,-37.114551,-25.641473,0.000000,-0.000000
-36.902698,-25.712131,0.000000,-0.0000000.131088,0.118629,-36.802011,-25.606399,0.000000124,-0.000000160,-37.022963,-25.789438,0.000000,-0.000000
-36.778782,-25.872812,0.000000,-0.0000000.166957,0.147492,-36.674595,-25.801814,0.000000125,-0.000000159,-36.912747,-25.920126,0.000000,-0.000000
-36.654193,-26.033019,0.000000,-0.0000000.146201,0.140467,-36.559055,-25.928560,0.000000125,-0.000000159,-36.707158,-26.055925,0.000000,-0.000000
-36.528931,-26.192750,0.000000,-0.0000000.084229,0.151578,-36.398392,-26.085232,0.000000126,-0.000000159,-36.611966,-26.226089,0.000000,-0.000000
-36.403001,-26.352001,0.000000,-0.0000000.137052,0.132012,-36.310194,-26.262946,0.000000127,-0.000000158,-36.526556,-26.442258,0.000000,-0.000000
-36.276403,-26.510768,0.000000,-0.0000000.090302,0.152384,-36.177497,-26.403629,0.000000127,-0.000000158,-36.395311,-26.563037,0.000000,-0.000000
-36.149139,-26.669049,0.000000,-0.0000000.101547,0.102957,-36.077889,-26.614782,0.000000128,-0.000000157,-36.265177,-26.778023,0.000000,-0.000000
-36.021213,-26.826841,0.000000,-0.0000000.100090,0.169069,-35.861434,-26.725853,0.000000129,-0.000000157,-36.130108,-26.875245,0.000000,-0.000000
-35.892625,-26.984141,0.000000,-0.0000000.202976,0.120316,-35.809058,-26.903384,0.000000130,-0.000000156,-36.000152,-27.189200,0.000000,-0.000000
-35.763378,-27.140945,0.000000,-0.0000000.159711,0.069709,-35.677581,-27.067799,0.000000130,-0.000000155,-35.901317,-27.219853,0.000000,-0.000000
-35.633475,-27.297250,0.000000,-0.0000000.123710,0.049853,-35.500763,-27.200400,0.000000131,-0.000000155,-35.720473,-27.385241,0.000000,-0.000000
-35.502917,-27.453055,0.000000,-0.0000000.088284,0.081610,-35.421703,-27.369540,0.000000131,-0.000000155,-35.585452,-27.569338,0.000000,-0.000000
-35.371706,-27.608354,0.000000,-0.0000000.046015,0.126000,-35.302293,-27.556890,0.000000132,-0.000000154,-35.465819,-27.690826,0.000000,-0.000000
-35.239845,-27.763146,0.000000,-0.0000000.027929,0.050870,-35.113372,-27.655594,0.000000132,-0.000000154,-35.390682,-27.842413,0.000000,-0.000000
-35.107336,-27.917428,0.000000,-0.0000000.108970,0.164303,-34.994101,-27.862854,0.000000133,-0.000000153,-35.175458,-27.983443,0.000000,-0.000000
-34.974182,-28.071196,0.000000,-0.0000000.058169,0.051769,-34.874983,-27.982684,0.000000134,-0.000000153,-35.107269,-28.132127,0.000000,-0.000000
-34.840383,-28.224447,0.000000,-0.0000000.083294,0.094087,-34.773698,-28.173210,0.000000134,-0.000000152,-34.994691,-28.340913,0.000000,-0.000000
-34.705943,-28.377179,0.000000,-0.0000000.117746,0.068932,-34.598972,-28.266220,0.000000135,-0.000000151,-34.840995,-28.472138,0.000000,-0.000000
-34.570865,-28.529388,0.000000,-0.0000000.097522,0.132525,-34.482124,-28.443166,0.000000136,-0.000000151,-34.637243,-28.602435,0.000000,-0.000000
-34.435149,-28.681072,0.000000,-0.0000000.108248,0.135453,-34.312729,-28.621516,0.000000136,-0.000000150,-34.527947,-28.736871,0.000000,-0.000000
-34.298799,-28.832227,0.000000,-0.0000000.138786,0.099472,-34.212114,-28.710474,0.000000137,-0.000000150,-34.339767,-28.918093,0.000000,-0.000000
-34.161817,-28.982851,0.000000,-0.0000000.091291,0.088262,-34.039622,-28.896393,0.000000138,-0.000000149,-34.326398,-29.122904,0.000000,-0.000000
-34.024205,-29.132941,0.000000,-0.0000000.077936,0.072355,-33.906690,-29.102400,0.000000138,-0.000000149,-34.167675,-29.210305,0.000000,-0.000000
-33.885965,-29.282493,0.000000,-0.0000000.037921,0.047801,-33.787239,-29.194348,0.000000139,-0.000000148,-33.946257,-29.376720,0.000000,-0.000000
-33.747101,-29.431505,0.000000,-0.0000000.069082,0.096584,-33.676687,-29.358617,0.000000139,-0.000000148,-33.838699,-29.514279,0.000000,-0.000000
-33.607614,-29.579974,0.000000,-0.0000000.084963,0.083966,-33.451151,-29.513100,0.000000140,-0.000000147,-33.728655,-29.633961,0.000000,-0.000000
-33.467506,-29.727898,0.000000,-0.0000000.115936,0.194609,-33.391231,-29.631630,0.000000141,-0.000000147,-33.577593,-29.810445,0.000000,-0.000000
-33.326781,-29.875272,0.000000,-0.0000000.083495,0.100153,-33.224391,-29.796184,0.000000141,-0.000000146,-33.400845,-29.951130,0.000000,-0.000000
-33.185440,-30.022094,0.000000,-0.0000000.176073,0.155676,-33.066038,-29.928067,0.000000142,-0.000000145,-33.312738,-30.101573,0.000000,-0.000000
-33.043486,-30.168362,0.000000,-0.0000000.156952,0.192752,-32.959275,-30.031049,0.000000143,-0.000000145,-33.166842,-30.225653,0.000000,-0.000000
-32.900921,-30.314073,0.000000,-0.0000000.043260,0.096027,-32.781410,-30.208831,0.000000143,-0.000000145,-32.966957,-30.427240,0.000000,-0.000000
-32.757749,-30.459223,0.000000,-0.0000000.112398,0.109905,-32.677460,-30.365338,0.000000144,-0.000000144,-32.818619,-30.590734,0.000000,-0.000000
-32.613970,-30.603810,0.000000,-0.0000000.105791,0.194306,-32.491719,-30.533033,0.000000144,-0.000000143,-32.719043,-30.677960,0.000000,-0.000000
-32.469589,-30.747832,0.000000,-0.0000000.161265,0.115721,-32.383409,-30.647710,0.000000145,-0.000000142,-32.576012,-30.868604,0.000000,-0.000000
-32.324607,-30.891284,0.000000,-0.0000000.067006,0.045550,-32.196296,-30.794726,0.000000145,-0.000000142,-32.393977,-30.947905,0.000000,-0.000000
-32.179028,-31.034165,0.000000,-0.0000000.161542,0.119518,-32.043009,-30.937008,0.000000146,-0.000000141,-32.216611,-31.123125,0.000000,-0.000000
-32.032852,-31.176472,0.000000,-0.0000000.093732,0.079318,-31.918300,-31.073686,0.000000147,-0.000000141,-32.139415,-31.219188,0.000000,-0.000000
-31.886084,-31.318202,0.000000,-0.0000000.134236,0.097984,-31.837484,-31.215727,0.000000147,-0.000000140,-31.964941,-31.426556,0.000000,-0.000000
-31.738725,-31.459352,0.000000,-0.0000000.051409,0.093935,-31.680948,-31.385907,0.000000148,-0.000000140,-31.790304,-31.532565,0.000000,-0.000000
-31.590779,-31.599919,0.000000,-0.0000000.098393,0.148001,-31.503179,-31.518033,0.000000148,-0.000000139,-31.681858,-31.636531,0.000000,-0.000000
-31.442248,-31.739901,0.000000,-0.0000000.155807,0.122546,-31.376038,-31.613109,0.000000149,-0.000000138,-31.524359,-31.797980,0.000000,-0.000000
-31.293134,-31.879295,0.000000,-0.0000000.186551,0.113203,-31.203883,-31.805445,0.000000150,-0.000000138,-31.390745,-31.987243,0.000000,-0.000000
-31.143440,-32.018098,0.000000,-0.0000000.086230,0.122147,-31.044471,-31.939108,0.000000150,-0.000000137,-31.224317,-32.094697,0.000000,-0.000000
-30.993169,-32.156308,0.000000,-0.0000000.213477,0.048923,-30.888800,-32.004745,0.000000151,-0.000000136,-31.024897,-32.272744,0.000000,-0.000000
-30.842323,-32.293921,0.000000,-0.0000000.147594,0.027027,-30.742796,-32.203607,0.000000151,-0.000000136,-30.980869,-32.413186,0.000000,-0.000000
-30.690905,-32.430936,0.000000,-0.0000000.150761,0.101726,-30.640593,-32.368896,0.000000152,-0.000000135,-30.830927,-32.567976,0.000000,-0.000000
-30.538919,-32.567349,0.000000,-0.0000000.148874,0.134966,-30.495508,-32.450398,0.000000153,-0.000000135,-30.633773,-32.681211,0.000000,-0.000000
-30.386365,-32.703159,0.000000,-0.0000000.172670,0.082430,-30.319003,-32.580789,0.000000153,-0.000000134,-30.468670,-32.775705,0.000000,-0.000000
-30.233248,-32.838361,0.000000,-0.0000000.068987,0.052265,-30.176003,-32.778023,0.000000153,-0.000000134,-30.308823,-32.991422,0.000000,-0.000000
-30.079570,-32.972954,0.000000,-0.0000000.136056,0.072794,-29.968280,-32.816826,0.000000154,-0.000000133,-30.185683,-33.090754,0.000000,-0.000000
-29.925334,-33.106935,0.000000,-0.0000000.051332,0.077298,-29.803118,-33.017634,0.000000154,-0.000000133,-30.048224,-33.190687,0.000000,-0.000000
-29.770542,-33.240302,0.000000,-0.0000000.089398,0.072862,-29.700198,-33.118615,0.000000155,-0.000000132,-29.891818,-33.337902,0.000000,-0.000000
-29.615198,-33.373051,0.000000,-0.0000000.175068,0.091371,-29.488676,-33.279122,0.000000156,-0.000000131,-29.731899,-33.457113,0.000000,-0.000000
-29.459303,-33.505181,0.000000,-0.0000000.102684,0.110736,-29.361752,-33.404023,0.000000156,-0.000000131,-29.606932,-33.605149,0.000000,-0.000000
-29.302861,-33.636688,0.000000,-0.0000000.059681,0.163789,-29.241913,-33.515805,0.000000157,-0.000000130,-29.391499,-33.707479,0.000000,-0.000000
-29.145875,-33.767571,0.000000,-0.0000000.149739,0.195907,-29.033859,-33.616401,0.000000158,-0.000000129,-29.235223,-33.903371,0.000000,-0.000000
-28.988348,-33.897826,0.000000,-0.0000000.144200,0.124958,-28.890061,-33.813984,0.000000158,-0.000000129,-29.073792,-34.002018,0.000000,-0.000000
-28.830282,-34.027451,0.000000,-0.0000000.161909,0.043327,-28.748059,-33.904520,0.000000159,-0.000000128,-28.905816,-34.127297,0.000000,-0.000000
-28.671680,-34.156444,0.000000,-0.0000000.154297,0.054761,-28.611196,-34.036143,0.000000159,-0.000000127,-28.796370,-34.242460,0.000000,-0.000000
-28.512545,-34.284802,0.000000,-0.0000000.181806,0.086576,-28.416860,-34.173346,0.000000160,-0.000000127,-28.587974,-34.401409,0.000000,-0.000000
-28.352880,-34.412523,0.000000,-0.0000000.069132,0.061854,-28.236335,-34.306292,0.000000160,-0.000000126,-28.446213,-34.521775,0.000000,-0.000000
-28.192688,-34.539604,0.000000,-0.0000000.076552,0.067449,-28.096881,-34.394682,0.000000160,-0.000000126,-28.272623,-34.584974,0.000000,-0.000000
-28.031972,-34.666043,0.000000,-0.0000000.056720,0.021473,-27.951688,-34.546442,0.000000161,-0.000000125,-28.111966,-34.781933,0.000000,-0.000000
-27.870734,-34.791836,0.000000,-0.0000000.132229,0.077253,-27.785390,-34.688863,0.000000162,-0.000000124,-27.970851,-34.875597,0.000000,-0.000000
-27.708978,-34.916983,0.000000,-0.0000000.178708,0.042530,-27.610589,-34.776661,0.000000162,-0.000000123,-27.795879,-35.050974,0.000000,-0.000000
-27.546707,-35.041481,0.000000,-0.0000000.152104,0.073382,-27.450178,-34.962934,0.000000163,-0.000000123,-27.585096,-35.137233,0.000000,-0.000000
-27.383923,-35.165326,0.000000,-0.0000000.071153,0.099809,-27.264676,-35.109478,0.000000163,-0.000000123,-27.454135,-35.275391,0.000000,-0.000000
-27.220629,-35.288517,0.000000,-0.0000000.182608,0.115239,-27.146134,-35.225989,0.000000164,-0.000000121,-27.304646,-35.416263,0.000000,-0.000000
-27.056829,-35.411051,0.000000,-0.0000000.080733,0.058535,-26.986647,-35.289077,0.000000164,-0.000000121,-27.122401,-35.493121,0.000000,-0.000000
-26.892526,-35.532927,0.000000,-0.0000000.206658,0.174115,-26.804525,-35.412632,0.000000165,-0.000000120,-26.995965,-35.611689,0.000000,-0.000000
-26.727722,-35.654141,0.000000,-0.0000000.106766,0.139401,-26.636058,-35.548469,0.000000165,-0.000000120,-26.804800,-35.736046,0.000000,-0.000000
-26.562420,-35.774691,0.000000,-0.0000000.154329,0.109814,-26.495976,-35.649799,0.000000166,-0.000000119,-26.669542,-35.837257,0.000000,-0.000000
-26.396624,-35.894576,0.000000,-0.0000000.099862,0.066746,-26.311726,-35.801180,0.000000166,-0.000000118,-26.470532,-35.978405,0.000000,-0.000000
-26.230337,-36.013792,0.000000,-0.0000000.158633,0.081547,-26.118211,-35.915186,0.000000167,-0.000000118,-26.321682,-36.091262,0.000000,-0.000000
-26.063561,-36.132338,0.000000,-0.0000000.128110,0.135110,-26.072790,-36.027451,0.000000167,-0.000000117,-26.150587,-36.266301,0.000000,-0.000000
-25.896300,-36.250211,0.000000,-0.0000000.105009,0.209571,-25.785512,-36.137610,0.000000168,-0.000000116,-26.015489,-36.371046,0.000000,-0.000000
-25.728557,-36.367409,0.000000,-0.0000000.096037,0.028961,-25.625794,-36.279100,0.000000168,-0.000000116,-25.791228,-36.441560,0.000000,-0.000000
-25.560335,-36.483930,0.000000,-0.0000000.157811,0.149399,-25.501835,-36.370393,0.000000169,-0.000000115,-25.648249,-36.586314,0.000000,-0.000000
-25.391636,-36.599771,0.000000,-0.0000000.087081,0.148361,-25.269037,-36.506046,0.000000169,-0.000000114,-25.503697,-36.712729,0.000000,-0.000000
-25.222465,-36.714931,0.000000,-0.0000000.027043,0.097841,-25.135794,-36.568478,0.000000169,-0.000000114,-25.270506,-36.818843,0.000000,-0.000000
-25.052824,-36.829406,0.000000,-0.0000000.096019,0.065516,-24.948221,-36.719903,0.000000170,-0.000000113,-25.115040,-36.923775,0.000000,-0.000000
-24.882716,-36.943196,0.000000,-0.0000000.088334,0.160555,-24.804293,-36.829021,0.000000170,-0.000000112,-24.945616,-37.117538,0.000000,-0.000000
-24.712145,-37.056298,0.000000,-0.0000000.138172,0.131627,-24.645356,-36.987235,0.000000171,-0.000000112,-24.784227,-37.211860,0.000000,-0.000000
-24.541114,-37.168709,0.000000,-0.0000000.079951,0.103690,-24.458390,-37.047852,0.000000171,-0.000000111,-24.583143,-37.248851,0.000000,-0.000000
-24.369625,-37.280428,0.000000,-0.0000000.109785,0.098646,-24.283945,-37.167460,0.000000172,-0.000000110,-24.442814,-37.413814,0.000000,-0.000000
-24.197682,-37.391453,0.000000,-0.0000000.109812,0.113602,-24.095217,-37.279087,0.000000172,-0.000000110,-24.246067,-37.487125,0.000000,-0.000000
-24.025289,-37.501781,0.000000,-0.0000000.081827,0.029974,-23.946623,-37.382382,0.000000173,-0.000000109,-24.089447,-37.618744,0.000000,-0.000000
-23.852448,-37.611410,0.000000,-0.0000000.085638,0.119166,-23.761320,-37.496507,0.000000173,-0.000000108,-23.925486,-37.773689,0.000000,-0.000000
-23.679162,-37.720338,0.000000,-0.0000000.193851,0.183208,-23.607585,-37.643391,0.000000174,-0.000000107,-23.746983,-37.814077,0.000000,-0.000000
-23.505436,-37.828564,0.000000,-0.0000000.180000,0.139785,-23.433715,-37.691654,0.000000174,-0.000000106,-23.616606,-37.897438,0.000000,-0.000000
-23.331271,-37.936085,0.000000,-0.0000000.132636,0.088216,-23.233189,-37.786480,0.000000174,-0.000000106,-23.421680,-38.045878,0.000000,-0.000000
-23.156672,-38.042899,0.000000,-0.0000000.082467,0.028125,-23.069938,-37.947304,0.000000175,-0.000000105,-23.221444,-38.089495,0.000000,-0.000000
-22.981641,-38.149005,0.000000,-0.0000000.149547,0.093570,-22.910814,-38.060176,0.000000175,-0.000000104,-23.076666,-38.284758,0.000000,-0.000000
-22.806182,-38.254400,0.000000,-0.0000000.087052,0.124060,-22.733322,-38.121249,0.000000176,-0.000000104,-22.887055,-38.404366,0.000000,-0.000000
-22.630299,-38.359081,0.000000,-0.0000000.094540,0.022659,-22.543075,-38.261640,0.000000176,-0.000000103,-22.732316,-38.453903,0.000000,-0.000000
-22.453993,-38.463049,0.000000,-0.0000000.100331,0.123840,-22.398565,-38.354720,0.000000176,-0.000000103,-22.548526,-38.599536,0.000000,-0.000000
-22.277270,-38.566300,0.000000,-0.0000000.138540,0.145385,-22.228140,-38.458497,0.000000177,-0.000000102,-22.371169,-38.691906,0.000000,-0.000000
-22.100131,-38.668832,0.000000,-0.0000000.086839,0.034277,-22.013211,-38.592058,0.000000177,-0.000000101,-22.130691,-38.733276,0.000000,-0.000000
-21.922581,-38.770644,0.000000,-0.0000000.102518,0.160863,-21.856576,-38.687212,0.000000178,-0.000000100,-21.953905,-38.911315,0.000000,-0.000000
-21.744622,-38.871733,0.000000,-0.0000000.159094,0.131218,-21.645064,-38.723064,0.000000178,-0.000000099,-21.842046,-38.970476,0.000000,-0.000000
-21.566258,-38.972099,0.000000,-0.0000000.093841,0.136775,-21.480118,-38.841096,0.000000178,-0.000000099,-21.688002,-39.118699,0.000000,-0.000000
-21.387492,-39.071738,0.000000,-0.0000000.140528,0.115752,-21.308345,-38.955796,0.000000179,-0.000000098,-21.434225,-39.200259,0.000000,-0.000000
-21.208328,-39.170650,0.000000,-0.0000000.099678,0.136962,-21.106173,-39.041073,0.000000179,-0.000000097,-21.303121,-39.277329,0.000000,-0.000000
-21.028770,-39.268833,0.000000,-0.0000000.160907,0.164479,-20.936123,-39.094976,0.000000180,-0.000000096,-21.123908,-39.369065,0.000000,-0.000000
-20.848819,-39.366283,0.000000,-0.0000000.081437,0.134141,-20.738623,-39.261950,0.000000180,-0.000000096,-20.879315,-39.435404,0.000000,-0.000000
-20.668480,-39.463001,0.000000,-0.0000000.120926,0.120894,-20.598730,-39.363732,0.000000180,-0.000000095,-20.725157,-39.599045,0.000000,-0.000000
-20.487756,-39.558984,0.000000,-0.0000000.046912,0.061459,-20.363580,-39.416455,0.000000181,-0.000000095,-20.544354,-39.715145,0.000000,-0.000000
-20.306651,-39.654230,0.000000,-0.0000000.054354,0.166782,-20.272603,-39.543992,0.000000181,-0.000000094,-20.330346,-39.803921,0.000000,-0.000000
-20.125168,-39.748738,0.000000,-0.0000000.112721,0.087155,-20.062275,-39.632224,0.000000182,-0.000000093,-20.177256,-39.821554,0.000000,-0.000000
-19.943310,-39.842506,0.000000,-0.0000000.065316,0.178634,-19.845041,-39.749881,0.000000182,-0.000000092,-20.021215,-39.977207,0.000000,-0.000000
-19.761080,-39.935532,0.000000,-0.0000000.180178,0.111409,-19.722891,-39.737889,0.000000182,-0.000000091,-19.783573,-40.050172,0.000000,-0.000000
-19.578483,-40.027814,0.000000,-0.0000000.080542,0.099493,-19.498278,-39.844201,0.000000183,-0.000000091,-19.649277,-40.174608,0.000000,-0.000000
-19.395521,-40.119352,0.000000,-0.0000000.044366,0.022210,-19.334354,-39.970049,0.000000183,-0.000000090,-19.447084,-40.241772,0.000000,-0.000000
-19.212199,-40.210143,0.000000,-0.0000000.055276,0.086864,-19.124714,-40.039667,0.000000183,-0.000000090,-19.306422,-40.328383,0.000000,-0.000000
-19.028518,-40.300185,0.000000,-0.0000000.085359,0.041560,-18.989913,-40.192680,0.000000184,-0.000000089,-19.089878,-40.410256,0.000000,-0.000000
-18.844484,-40.389478,0.000000,-0.0000000.048983,0.097757,-18.768132,-40.276670,0.000000184,-0.000000088,-18.907908,-40.555287,0.000000,-0.000000
-18.660099,-40.478019,0.000000,-0.0000000.049933,0.083234,-18.590367,-40.364683,0.000000184,-0.000000087,-18.715085,-40.610307,0.000000,-0.000000
-18.475367,-40.565807,0.000000,-0.0000000.155247,0.118118,-18.450677,-40.447524,0.000000185,-0.000000086,-18.505704,-40.679612,0.000000,-0.000000
-18.290291,-40.652840,0.000000,-0.0000000.046189,0.093275,-18.211687,-40.575821,0.000000185,-0.000000086,-18.374523,-40.805408,0.000000,-0.000000
-18.104875,-40.739118,0.000000,-0.0000000.128865,0.126774,-18.072146,-40.567832,0.000000185,-0.000000085,-18.130414,-40.878690,0.000000,-0.000000
-17.919123,-40.824637,0.000000,-0.0000000.094627,0.090672,-17.874615,-40.658475,0.000000186,-0.000000084,-17.968288,-40.953008,0.000000,-0.000000
-17.733037,-40.909398,0.000000,-0.0000000.115358,0.114602,-17.671516,-40.787877,0.000000186,-0.000000083,-17.841725,-41.045357,0.000000,-0.000000
-17.546621,-40.993398,0.000000,-0.0000000.181402,0.105396,-17.507346,-40.799323,0.000000187,-0.000000082,-17.574738,-41.140494,0.000000,-0.000000
-17.359879,-41.076635,0.000000,-0.0000000.083579,0.096168,-17.303928,-40.952754,0.000000187,-0.000000082,-17.370335,-41.194632,0.000000,-0.000000
-17.172815,-41.159109,0.000000,-0.0000000.065239,0.175913,-17.133292,-41.029787,0.000000187,-0.000000081,-17.215430,-41.268659,0.000000,-0.000000
-16.985431,-41.240819,0.000000,-0.0000000.085129,0.110705,-16.909324,-41.122462,0.000000187,-0.000000080,-17.057176,-41.366064,0.000000,-0.000000
-16.797732,-41.321762,0.000000,-0.0000000.153265,0.082704,-16.777881,-41.216625,0.000000188,-0.000000079,-16.865567,-41.402059,0.000000,-0.000000
-16.609721,-41.401937,0.000000,-0.0000000.104919,0.069640,-16.536748,-41.260612,0.000000188,-0.000000079,-16.708366,-41.496797,0.000000,-0.000000
-16.421401,-41.481343,0.000000,-0.0000000.029519,0.200082,-16.347502,-41.377966,0.000000188,-0.000000078,-16.453961,-41.620935,0.000000,-0.000000
-16.232776,-41.559978,0.000000,-0.0000000.140271,0.039092,-16.158320,-41.422021,0.000000189,-0.000000077,-16.218192,-41.664700,0.000000,-0.000000
-16.043849,-41.637842,0.000000,-0.0000000.079612,0.139569,-15.993933,-41.528770,0.000000189,-0.000000076,-16.024745,-41.759675,0.000000,-0.000000
-15.854625,-41.714933,0.000000,-0.0000000.074829,0.105069,-15.818986,-41.528148,0.000000189,-0.000000076,-15.891565,-41.875492,0.000000,-0.000000
-15.665106,-41.791249,0.000000,-0.0000000.096237,0.092822,-15.561228,-41.656403,0.000000189,-0.000000075,-15.688729,-41.900033,0.000000,-0.000000
-15.475297,-41.866790,0.000000,-0.0000000.123275,0.050684,-15.451591,-41.761365,0.000000190,-0.000000074,-15.517380,-41.989344,0.000000,-0.000000
-15.285201,-41.941553,0.000000,-0.0000000.118591,0.078998,-15.209287,-41.806681,0.000000190,-0.000000073,-15.301113,-42.100409,0.000000,-0.000000
-15.094820,-42.015539,0.000000,-0.0000000.050995,0.157021,-15.029133,-41.874561,0.000000190,-0.000000073,-15.140672,-42.067648,0.000000,-0.000000
-14.904160,-42.088745,0.000000,-0.0000000.039949,0.076697,-14.846369,-41.935294,0.000000190,-0.000000072,-14.936188,-42.233543,0.000000,-0.000000
-14.713224,-42.161170,0.000000,-0.0000000.067630,0.116921,-14.700908,-41.968086,0.000000191,-0.000000071,-14.817513,-42.245471,0.000000,-0.000000
-14.522014,-42.232814,0.000000,-0.0000000.122585,0.116801,-14.514383,-42.090126,0.000000191,-0.000000070,-14.610554,-42.314007,0.000000,-0.000000
-14.330536,-42.303675,0.000000,-0.0000000.086166,0.028017,-14.279616,-42.167564,0.000000191,-0.000000069,-14.357932,-42.428579,0.000000,-0.000000
-14.138791,-42.373751,0.000000,-0.0000000.157813,0.118675,-14.085352,-42.215052,0.000000192,-0.000000068,-14.231702,-42.469524,0.000000,-0.000000
-13.946785,-42.443043,0.000000,-0.0000000.072166,0.059488,-13.926916,-42.263781,0.000000192,-0.000000068,-13.970070,-42.543740,0.000000,-0.000000
-13.754520,-42.511547,0.000000,-0.0000000.136882,0.148445,-13.716937,-42.395153,0.000000192,-0.000000067,-13.819180,-42.665242,0.000000,-0.000000
-13.562001,-42.579265,0.000000,-0.0000000.059599,0.105838,-13.517485,-42.423793,0.000000192,-0.000000066,-13.672904,-42.664117,0.000000,-0.000000
